Column1,A,B,C,D,E,F,G,result,month,year,time
6399,12-10-2016 17:49,12-10-2016,089cae68-e48a-41c4-b10c-16ddcc83f6b1,56f04921-7dd3-4da7-a9f4-268f7eb3817c,BANK_TRANSFER,EUR,137.05,7,10.0,2016.0,17:49:00
6400,12-10-2016 18:01,12-10-2016,819e148e-01d0-43bc-8681-e4770a50a5aa,26138e7f-65db-4ba4-b65d-3c3d81922268,TOPUP,EUR,207.48,6,10.0,2016.0,18:01:00
6401,12-10-2016 18:08,12-10-2016,819e148e-01d0-43bc-8681-e4770a50a5aa,4da9a0a2-6a48-42dc-af2b-b64924a3cc56,P2P_TRANSFER,GBP,272.29,6,10.0,2016.0,18:08:00
6402,12-10-2016 18:44,12-10-2016,7bb4d5bb-d6f7-4da9-8e60-c874b35fdc6c,92e8ab78-ea73-4fd6-862d-ea286ff3ff5e,CARD_PAYMENT,EUR,144.59,3,10.0,2016.0,18:44:00
6403,12-10-2016 18:45,12-10-2016,31b17ee7-466d-4cc7-94a9-0178d1b3fb2c,29f748ce-81c1-459a-829f-d23ab0fa1a2c,ATM,GBP,108.52,12,10.0,2016.0,18:45:00
6404,12-10-2016 18:52,12-10-2016,59d3efe9-135b-4b44-ac59-80a13da8109a,7c520363-cb4e-4f58-9d75-f19e7eeaa17d,ATM,GBP,263.68,78,10.0,2016.0,18:52:00
6405,12-10-2016 19:28,12-10-2016,9f85e8b0-35ff-42f2-96c7-7ad53c1b36fa,e8686fd3-76f9-4cbd-8a3e-157fcb56f12a,TOPUP,EUR,256.74,15,10.0,2016.0,19:28:00
6406,12-10-2016 19:35,12-10-2016,23f8dcd1-3d69-44db-8c10-1ee965c8bfef,8a544ccf-380a-4d66-bfba-91cee253b795,CARD_PAYMENT,EUR,38.85,6,10.0,2016.0,19:35:00
6407,12-10-2016 19:49,12-10-2016,3dc70b5a-b453-46d6-979b-a9f54b541d6c,11d739d5-d280-4bcd-8657-7e24d18ccc08,P2P_TRANSFER,EUR,99.13,6,10.0,2016.0,19:49:00
6408,12-10-2016 20:05,12-10-2016,0e0f16a9-c589-444d-b06d-0e8c1d99fdab,6e9f0535-552a-42f2-b537-57db5bd04651,ATM,EUR,135.84,4,10.0,2016.0,20:05:00
6409,12-10-2016 21:14,12-10-2016,ba1ad0cb-b11d-4f7d-831b-66eb0a284c11,7ea81e5c-3942-41f1-b6f5-888b594db046,TOPUP,GBP,138.01,29,10.0,2016.0,21:14:00
6410,12-10-2016 22:11,12-10-2016,87f793f0-33e5-4914-a341-1977b5f08092,3cc5b47d-0bef-4b89-9256-ceb6b5a4361b,TOPUP,EUR,189.24,12,10.0,2016.0,22:11:00
6411,12-10-2016 23:54,12-10-2016,714661e3-b09b-42ef-a7b8-14a90bd455f5,d8a566d9-177a-4545-826b-cd2bf50c44ce,TOPUP,EUR,23.02,36,10.0,2016.0,23:54:00
6412,13-10-2016 04:15,13-10-2016,abbee6d2-b499-4ac1-8c48-752b4b632bf8,2ad21b98-e1ea-46de-84c4-142748b6a3df,TOPUP,GBP,35.79,4,10.0,2016.0,04:15:00
6413,13-10-2016 05:06,13-10-2016,055e3e2c-7106-40a0-b116-04b1ba3b038b,a6700f5a-a5e7-4556-80b6-787840af68fa,BANK_TRANSFER,EUR,242.82,21,10.0,2016.0,05:06:00
6414,13-10-2016 06:18,13-10-2016,39b3f889-bbdd-4d66-93fe-dd75bef27dbf,535459f1-60a6-4adb-bec4-d63462f7a330,TOPUP,GBP,43.52,41,10.0,2016.0,06:18:00
6415,13-10-2016 07:01,13-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,8aad5a14-8b03-41c6-8605-5bf8b3088186,CARD_PAYMENT,GBP,322.07,10,10.0,2016.0,07:01:00
6416,13-10-2016 07:14,13-10-2016,87f72a62-89da-46e4-a877-25fb8ef9aedc,99ceba6e-434c-48d0-a8a5-bd4705b6e0d4,ATM,GBP,185.88,12,10.0,2016.0,07:14:00
6417,13-10-2016 07:19,13-10-2016,6c100d60-578f-4ee2-8520-2f725ba2dbf9,4259930d-250d-4dbd-b5ce-e91a2c0e1a39,CARD_PAYMENT,GBP,308.65,7,10.0,2016.0,07:19:00
6418,13-10-2016 07:22,13-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,2069519e-abf9-43c8-9c9b-216684bd33d1,TOPUP,EUR,312.66,10,10.0,2016.0,07:22:00
6419,13-10-2016 07:49,13-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,2b32f54a-bee4-44d3-946f-55dcb800d2db,BANK_TRANSFER,GBP,248.15,42,10.0,2016.0,07:49:00
6420,13-10-2016 08:03,13-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,37feaa3f-e353-4517-a641-7d69aded9cf7,CARD_PAYMENT,GBP,289.34,42,10.0,2016.0,08:03:00
6421,13-10-2016 08:04,13-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,fa038dab-38b2-41f6-a728-f5efeda6dc2b,CARD_PAYMENT,EUR,125.08,10,10.0,2016.0,08:04:00
6422,13-10-2016 08:08,13-10-2016,e89e6a80-803f-488e-89e1-0b7792eb9ea4,6ae8ea7d-5c3b-46b0-a1c3-2b2a8298454e,BANK_TRANSFER,EUR,119.72,48,10.0,2016.0,08:08:00
6423,13-10-2016 08:42,13-10-2016,84e22e7f-f2ab-413c-969a-667c78d8885c,a18a972f-3f1c-46c5-b4cc-8e6ef87caefc,CARD_PAYMENT,GBP,127.98,77,10.0,2016.0,08:42:00
6424,13-10-2016 08:53,13-10-2016,cb1ea2ae-8157-4df0-af71-c7107abdd66e,b5e4181a-68d2-4f2e-a206-0d694639b93f,CARD_PAYMENT,GBP,39.73,4,10.0,2016.0,08:53:00
6425,13-10-2016 09:09,13-10-2016,84e22e7f-f2ab-413c-969a-667c78d8885c,18942c22-c643-4d7e-a2d5-a384f4adb11e,P2P_TRANSFER,EUR,287.58,77,10.0,2016.0,09:09:00
6426,13-10-2016 09:13,13-10-2016,c2e8a724-b541-47fc-ad3c-8daf8540989a,e40c8a95-9dff-416b-9922-e482dead3237,TOPUP,EUR,88.1,23,10.0,2016.0,09:13:00
6427,13-10-2016 09:43,13-10-2016,65cc77cf-82d9-492c-86b7-79787614709a,0e0a866b-666a-4242-be25-2f3223737dd5,ATM,EUR,318.7,4,10.0,2016.0,09:43:00
6428,13-10-2016 11:15,13-10-2016,80748402-f029-45f0-ac6e-250e94de0812,ef4ff512-0446-4493-bd39-6e747437d366,ATM,GBP,282.38,19,10.0,2016.0,11:15:00
6429,13-10-2016 11:16,13-10-2016,39b3f889-bbdd-4d66-93fe-dd75bef27dbf,f0d10c91-f57a-4caa-852c-6f6afa81a2f8,TOPUP,GBP,279.49,41,10.0,2016.0,11:16:00
6430,13-10-2016 11:39,13-10-2016,e89e6a80-803f-488e-89e1-0b7792eb9ea4,82281fcb-cbd7-492f-a923-d1b5862ae198,ATM,GBP,325.85,48,10.0,2016.0,11:39:00
6431,13-10-2016 12:02,13-10-2016,7e91f710-1690-480e-9a2d-70d7f38c3836,e02b4c45-0ed1-4686-a294-7e038d4d92c1,CARD_PAYMENT,GBP,107.57,6,10.0,2016.0,12:02:00
6432,13-10-2016 12:46,13-10-2016,f6e18d54-ba73-4bbd-9a07-058b77839dfa,77e9d1c4-2cdf-4574-9bf9-c1036651ca11,ATM,GBP,122.66,6,10.0,2016.0,12:46:00
6433,13-10-2016 12:56,13-10-2016,e89e6a80-803f-488e-89e1-0b7792eb9ea4,453e7864-3ee8-49a8-8309-89f7a8b44eb4,CARD_PAYMENT,GBP,266.81,48,10.0,2016.0,12:56:00
6434,13-10-2016 12:57,13-10-2016,a43c0365-93d2-4cc2-8ec5-0809e84a58f0,296cd079-473e-4d7c-80b6-69e1554c65bf,TOPUP,GBP,248.67,3,10.0,2016.0,12:57:00
6435,13-10-2016 13:09,13-10-2016,2cb040f5-9029-4599-87db-a6bbc5ddf280,f04fdeb3-8c27-436a-932c-a8c72bb22cf3,TOPUP,EUR,349.95,16,10.0,2016.0,13:09:00
6436,13-10-2016 13:10,13-10-2016,6169c830-f34d-49e3-a6ab-1255be3e91b6,b878e385-37c6-4455-a746-97fa2cff9675,BANK_TRANSFER,GBP,183.48,13,10.0,2016.0,13:10:00
6437,13-10-2016 14:20,13-10-2016,dc43bf64-4cfe-4474-9ded-05b4728ef71d,e6fbc228-7cf2-42df-bb14-ca172573da4b,CARD_PAYMENT,GBP,222.29,36,10.0,2016.0,14:20:00
6438,13-10-2016 14:36,13-10-2016,6169c830-f34d-49e3-a6ab-1255be3e91b6,e7374a6c-7f8e-401a-9fba-09f38a19f8e2,TOPUP,GBP,345.23,13,10.0,2016.0,14:36:00
6439,13-10-2016 16:04,13-10-2016,87f793f0-33e5-4914-a341-1977b5f08092,b907e3a7-df0d-4829-b24d-dfdbbf8caf24,TOPUP,EUR,17.46,12,10.0,2016.0,16:04:00
6440,13-10-2016 16:09,13-10-2016,59151119-e6be-4f20-a1dd-221bd16d220e,1e99f352-c227-4be2-aa69-6acb8408c6ac,BANK_TRANSFER,GBP,338.76,15,10.0,2016.0,16:09:00
6441,13-10-2016 16:40,13-10-2016,dc43bf64-4cfe-4474-9ded-05b4728ef71d,8d1df991-a83b-494f-a8d3-e17660362abc,CARD_PAYMENT,EUR,80.06,36,10.0,2016.0,16:40:00
6442,13-10-2016 18:21,13-10-2016,26e8432c-5fdb-4b67-82e6-18f341d511a1,9fda8282-d7de-465f-91e2-de59230f6b7e,TOPUP,GBP,289.29,61,10.0,2016.0,18:21:00
6443,13-10-2016 19:42,13-10-2016,26556494-6355-4888-b5de-9956a32a7bf5,3a2f8925-7474-4f3a-b20d-05e5069a9f0c,CARD_PAYMENT,GBP,346.43,4,10.0,2016.0,19:42:00
6444,13-10-2016 22:17,13-10-2016,b20573d1-0915-4c0b-84d0-4fa253784981,26aad83c-ae07-41dd-bdf8-9b5fe06cb3f2,ATM,GBP,109.07,42,10.0,2016.0,22:17:00
6445,14-10-2016 00:09,14-10-2016,fe6ea41e-e751-4f1c-86f4-2a8608b753e4,8a6e8cb9-4479-47f5-bfac-a16dcfa700ae,BANK_TRANSFER,GBP,163.4,7,10.0,2016.0,00:09:00
6446,14-10-2016 01:23,14-10-2016,e16d8338-1272-4595-a914-ea2f13f223f2,6b16193b-5ed5-49ec-aa6c-fce231421ce4,CARD_PAYMENT,GBP,219.33,10,10.0,2016.0,01:23:00
6447,14-10-2016 08:02,14-10-2016,5c2d8bfc-9fd9-450a-acdb-68277f187a11,a5a837c2-6b32-42ae-97b0-c3a9fc8c6071,BANK_TRANSFER,EUR,81.48,50,10.0,2016.0,08:02:00
6448,14-10-2016 08:26,14-10-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,b7f886e3-3d48-4bfd-b2c0-4e6e9c9e7545,ATM,EUR,253.87,36,10.0,2016.0,08:26:00
6449,14-10-2016 10:09,14-10-2016,74fdc60d-ee12-47c1-85f0-1c7dd1dbbf16,fcf8b06b-9874-4615-a95c-06cad7e1f22f,CARD_PAYMENT,GBP,136.63,57,10.0,2016.0,10:09:00
6450,14-10-2016 10:13,14-10-2016,d5cc5f6b-9055-47eb-8bd5-79d23ad43b39,9fb87d1e-3e22-4252-8b0b-d2c7493db704,ATM,GBP,300.45,4,10.0,2016.0,10:13:00
6451,14-10-2016 10:25,14-10-2016,b20573d1-0915-4c0b-84d0-4fa253784981,adf187a1-b065-4be9-b58b-4ffe026e3b8c,TOPUP,GBP,296.62,42,10.0,2016.0,10:25:00
6452,14-10-2016 10:35,14-10-2016,a3a684fa-e737-425a-8cbb-8f8e10dc1f31,91b967fe-9008-453e-94b3-9d16a89d6ae0,TOPUP,GBP,167.92,5,10.0,2016.0,10:35:00
6453,14-10-2016 11:02,14-10-2016,6b282ace-7348-48fa-97ad-14e4023fc1f5,43f443de-21b7-4161-95a1-015e7f65b665,ATM,GBP,18.77,26,10.0,2016.0,11:02:00
6454,14-10-2016 11:41,14-10-2016,0314aa87-cf7e-43f2-86c6-ae36dfa4d9b0,c8aef09a-fc26-4ba4-aeb7-3701e1dd4782,CARD_PAYMENT,EUR,207.05,8,10.0,2016.0,11:41:00
6455,14-10-2016 11:42,14-10-2016,1b232b1b-4b09-423b-b0ec-33d9f1025538,954d6db0-7fa5-41df-b648-d7400855cfc5,ATM,GBP,132.42,28,10.0,2016.0,11:42:00
6456,14-10-2016 12:14,14-10-2016,8e1146cc-a9bc-4d48-beeb-bdf333424d82,35b95525-26ca-4fe0-bc3e-c1894f23b75d,TOPUP,EUR,14.22,46,10.0,2016.0,12:14:00
6457,14-10-2016 12:56,14-10-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,1189689e-9159-453c-9a36-38e9cc1ec896,ATM,GBP,237.35,36,10.0,2016.0,12:56:00
6458,14-10-2016 13:01,14-10-2016,a00ad753-bc65-483d-81f9-80f7d8d39921,55b923be-7c9f-4597-8f40-2627f301b9fc,CARD_PAYMENT,GBP,151.71,3,10.0,2016.0,13:01:00
6459,14-10-2016 13:14,14-10-2016,a00ad753-bc65-483d-81f9-80f7d8d39921,940146fe-f872-42e4-80f7-67717e1e1138,BANK_TRANSFER,GBP,111.98,3,10.0,2016.0,13:14:00
6460,14-10-2016 13:40,14-10-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,14e7f8ad-7992-4709-9045-82546f7470b0,TOPUP,GBP,81.08,56,10.0,2016.0,13:40:00
6461,14-10-2016 14:03,14-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,e1b8ee20-91e7-4602-b86a-a4ea2167f8d4,BANK_TRANSFER,GBP,176.85,10,10.0,2016.0,14:03:00
6462,14-10-2016 14:22,14-10-2016,427ae52f-af71-46be-b9aa-d505783c9693,500583fb-ce5d-403a-be57-f79a4f92c9d0,ATM,GBP,293.24,26,10.0,2016.0,14:22:00
6463,14-10-2016 14:29,14-10-2016,15a3f1ba-8a78-4672-ab41-b0b72e4458c3,885a071e-dfcb-49cf-877f-2750dbd19e5b,BANK_TRANSFER,EUR,129.2,21,10.0,2016.0,14:29:00
6464,14-10-2016 14:35,14-10-2016,211d631f-eefe-4b74-9d35-e8b9053579e8,bbaa83f6-9940-42ae-84b9-72fffa9fd14c,CARD_PAYMENT,EUR,230.37,13,10.0,2016.0,14:35:00
6465,14-10-2016 14:40,14-10-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,fc321679-8331-49f4-8f31-dce4cf1f682f,TOPUP,EUR,133.34,36,10.0,2016.0,14:40:00
6466,14-10-2016 15:23,14-10-2016,66573e65-b0e1-4b2d-aab5-7b7a097c5df3,4c41fd81-73f3-4125-b91a-77b4ff7eedb4,CARD_PAYMENT,EUR,221.89,14,10.0,2016.0,15:23:00
6467,14-10-2016 15:40,14-10-2016,bac3f7b6-7db6-4f49-af7e-ea2e211222ea,cac83ef8-0a61-45b1-b014-7eae628a5aea,BANK_TRANSFER,EUR,165.95,3,10.0,2016.0,15:40:00
6468,14-10-2016 16:17,14-10-2016,826dc8df-8d9d-475d-8275-a3b23096ca82,66a97e05-1011-41eb-8947-7d17deaba189,ATM,EUR,266.86,18,10.0,2016.0,16:17:00
6469,14-10-2016 16:35,14-10-2016,c59925c8-7242-450a-a812-a9b90925c786,afc55667-024b-4383-9bda-3d10b404038e,CARD_PAYMENT,EUR,219.19,8,10.0,2016.0,16:35:00
6470,14-10-2016 16:58,14-10-2016,312d1cfc-0832-45f2-91ee-cb58037cb226,2cfe288e-b593-4d52-883c-a613dd73b448,ATM,EUR,271.17,7,10.0,2016.0,16:58:00
6471,14-10-2016 17:06,14-10-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,eee54d42-a82a-4d9a-86f2-bf45d76cc1b2,CARD_PAYMENT,EUR,336.93,85,10.0,2016.0,17:06:00
6472,14-10-2016 17:30,14-10-2016,4a71cf6b-540a-4e4f-8eaa-b4676aed612f,144e9904-2156-41d1-bfce-07a2320917f9,ATM,GBP,264.72,14,10.0,2016.0,17:30:00
6473,14-10-2016 17:38,14-10-2016,9f85e8b0-35ff-42f2-96c7-7ad53c1b36fa,ced429d1-a815-432a-91a4-71e46d0e64c6,BANK_TRANSFER,EUR,45.82,15,10.0,2016.0,17:38:00
6474,14-10-2016 17:40,14-10-2016,fc1d4798-fe62-4010-aca0-23422a29a7eb,401531a9-8a4f-4a0a-b947-c8b7a655a5e8,TOPUP,EUR,89.87,23,10.0,2016.0,17:40:00
6475,14-10-2016 17:41,14-10-2016,6a94069c-cc53-4e82-b2eb-bc125ced3edc,62fdb934-9cc2-43ee-a1a3-5b68d43fe8fd,ATM,GBP,159.49,40,10.0,2016.0,17:41:00
6476,14-10-2016 18:21,14-10-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,e843b00e-220b-4051-b5f6-97a62ab0daf5,BANK_TRANSFER,GBP,124.51,85,10.0,2016.0,18:21:00
6477,14-10-2016 18:33,14-10-2016,0314aa87-cf7e-43f2-86c6-ae36dfa4d9b0,38d20ccb-c0de-49de-bd4a-c9a60af6d348,TOPUP,GBP,291.18,8,10.0,2016.0,18:33:00
6478,14-10-2016 18:56,14-10-2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,05065cec-bacb-434e-99e0-790a59b5aeff,BANK_TRANSFER,EUR,289.33,43,10.0,2016.0,18:56:00
6479,14-10-2016 19:18,14-10-2016,e89e6a80-803f-488e-89e1-0b7792eb9ea4,c38d7f44-8709-4d16-8df0-77914f2e3432,ATM,EUR,152.62,48,10.0,2016.0,19:18:00
6480,14-10-2016 19:33,14-10-2016,0b42340c-ddfc-41dd-a779-3bf5d72343e8,39de2bbc-b9fa-431a-bb57-5fd627b11e3f,P2P_TRANSFER,EUR,120.05,30,10.0,2016.0,19:33:00
6481,14-10-2016 19:48,14-10-2016,fe6ea41e-e751-4f1c-86f4-2a8608b753e4,853d9d94-13d9-4a87-a2dc-8860731bce04,ATM,GBP,218.96,7,10.0,2016.0,19:48:00
6482,14-10-2016 21:13,14-10-2016,ea86c877-ff87-4caa-8b76-3a05b89850d1,95a8965c-9e56-48bd-a2c1-f6c3caf2c03f,CARD_PAYMENT,EUR,113.33,15,10.0,2016.0,21:13:00
6483,14-10-2016 22:24,14-10-2016,c190d923-ff58-4995-b260-1407b29366ff,85d71897-1774-44ce-ad66-282046c77abe,BANK_TRANSFER,EUR,121.78,18,10.0,2016.0,22:24:00
6484,14-10-2016 22:53,14-10-2016,74fdc60d-ee12-47c1-85f0-1c7dd1dbbf16,3380c678-0d34-4769-adbe-fca83d2c499b,ATM,GBP,12.61,57,10.0,2016.0,22:53:00
6485,15-10-2016 05:31,15-10-2016,ee69a4a4-1aae-4422-b02a-b65d74d21ef0,4d06d85e-92da-461d-b8ac-7c04ebb709fd,CARD_PAYMENT,GBP,267.37,31,10.0,2016.0,05:31:00
6486,15-10-2016 05:34,15-10-2016,ee69a4a4-1aae-4422-b02a-b65d74d21ef0,fabebe80-dfd1-414a-985f-51c8dffccb79,TOPUP,EUR,157.61,31,10.0,2016.0,05:34:00
6487,15-10-2016 07:01,15-10-2016,68c81cbf-98e2-4418-86de-ec8c4b57e512,17c54d7b-7906-4fd3-83ae-ae5679387b8f,CARD_PAYMENT,EUR,221.54,32,10.0,2016.0,07:01:00
6488,15-10-2016 07:25,15-10-2016,664abffc-49ee-4981-9035-6c8432635d03,1a667ccd-edbe-45da-b69c-a7511ba9ca2d,ATM,GBP,145.88,6,10.0,2016.0,07:25:00
6489,15-10-2016 07:55,15-10-2016,5230b61f-8873-4a4e-91d8-018708a3ac1a,b022b631-f977-404a-8d93-fa6f3249a151,P2P_TRANSFER,GBP,290.86,8,10.0,2016.0,07:55:00
6490,15-10-2016 08:14,15-10-2016,31b17ee7-466d-4cc7-94a9-0178d1b3fb2c,f27d9026-6c13-4f8e-abd1-94ef25587849,TOPUP,GBP,74.58,12,10.0,2016.0,08:14:00
6491,15-10-2016 08:44,15-10-2016,8e1146cc-a9bc-4d48-beeb-bdf333424d82,9ac7b8fc-7139-49b3-be25-d70c73505511,ATM,EUR,289.85,46,10.0,2016.0,08:44:00
6492,15-10-2016 08:57,15-10-2016,f59b26e9-2843-4abc-bbd7-17b5b9cb7c4a,bc5f21f8-3f41-4598-8f2c-1a27efff3e67,TOPUP,GBP,266.64,6,10.0,2016.0,08:57:00
6493,15-10-2016 09:12,15-10-2016,f59b26e9-2843-4abc-bbd7-17b5b9cb7c4a,bfc84b4b-e0a4-4f2e-83e4-8aabb9a12610,TOPUP,GBP,213.79,6,10.0,2016.0,09:12:00
6494,15-10-2016 09:57,15-10-2016,c59925c8-7242-450a-a812-a9b90925c786,401f85e6-72a4-418e-b729-0fb1c30bf808,ATM,EUR,22.06,8,10.0,2016.0,09:57:00
6495,15-10-2016 10:17,15-10-2016,3f6bb28c-f945-4027-9178-747956c3ea58,8092ddac-8cad-479c-8934-586bf2fd1d71,ATM,EUR,272.12,22,10.0,2016.0,10:17:00
6496,15-10-2016 10:22,15-10-2016,b20573d1-0915-4c0b-84d0-4fa253784981,e7e94216-7adb-4990-a2a4-61a17d0f0ec5,BANK_TRANSFER,GBP,161.41,42,10.0,2016.0,10:22:00
6497,15-10-2016 10:53,15-10-2016,c73660bc-c4f7-43c6-a189-b4ded615fce8,3699852f-18fb-437e-ad62-daa59f2a28c7,ATM,GBP,291.38,19,10.0,2016.0,10:53:00
6498,15-10-2016 11:04,15-10-2016,ee7fce18-8856-49ba-8dc3-105f65cf1541,852be62f-4c67-4ade-aaca-af14bfaddcaa,BANK_TRANSFER,EUR,162.85,22,10.0,2016.0,11:04:00
6499,15-10-2016 11:42,15-10-2016,b27de25f-1d4b-42fc-aa65-baa39852d52f,9503d8fb-166f-4487-b8eb-feddded8c504,ATM,EUR,12.96,51,10.0,2016.0,11:42:00
6500,15-10-2016 11:48,15-10-2016,9c8a1ea6-b57c-4084-ac2d-58bc339e4e86,90a6e662-65bb-456c-be6e-5c8e13e2fb8f,CARD_PAYMENT,EUR,329.51,48,10.0,2016.0,11:48:00
6501,15-10-2016 11:57,15-10-2016,dc43bf64-4cfe-4474-9ded-05b4728ef71d,440d2e91-1791-493a-85cb-07fcf33d80d6,TOPUP,GBP,8.54,36,10.0,2016.0,11:57:00
6502,15-10-2016 12:02,15-10-2016,79dbbbda-e552-4dfe-a5fa-37440be3adb7,ebd3bcf6-c70a-443d-a2b5-950d1ed605c5,TOPUP,GBP,309.94,8,10.0,2016.0,12:02:00
6503,15-10-2016 12:19,15-10-2016,9c8a1ea6-b57c-4084-ac2d-58bc339e4e86,ab152faf-eabd-4aaa-9efd-f452941bdfd3,BANK_TRANSFER,EUR,18.28,48,10.0,2016.0,12:19:00
6504,15-10-2016 12:20,15-10-2016,ba1ad0cb-b11d-4f7d-831b-66eb0a284c11,29af71a7-6d9e-4fde-b80e-c5c947efe791,ATM,EUR,114.78,29,10.0,2016.0,12:20:00
6505,15-10-2016 12:29,15-10-2016,dd1bc3eb-c6ef-4139-acf5-f79b02d1f653,ce1e45d8-c115-4404-a251-56b5e257f120,BANK_TRANSFER,GBP,226.76,33,10.0,2016.0,12:29:00
6506,15-10-2016 13:31,15-10-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,bc594f4e-7366-448c-978c-07103c55c799,TOPUP,GBP,341.37,36,10.0,2016.0,13:31:00
6507,15-10-2016 13:57,15-10-2016,b27de25f-1d4b-42fc-aa65-baa39852d52f,298b394c-98bb-427f-9162-b42f906e6abd,BANK_TRANSFER,GBP,266.11,51,10.0,2016.0,13:57:00
6508,15-10-2016 14:54,15-10-2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,38cbcb44-44c5-4474-ba19-3ae4b5edc05f,P2P_TRANSFER,GBP,264.21,43,10.0,2016.0,14:54:00
6509,15-10-2016 15:11,15-10-2016,a0561add-a4b7-4f9f-9e67-329b720837fc,8953801b-0a1f-433f-8057-bfa6d7a3954d,ATM,GBP,41.85,5,10.0,2016.0,15:11:00
6510,15-10-2016 15:11,15-10-2016,c59925c8-7242-450a-a812-a9b90925c786,413ce984-f41b-43d9-8fd9-a9b2bd3e765b,CARD_PAYMENT,GBP,69.98,8,10.0,2016.0,15:11:00
6511,15-10-2016 15:15,15-10-2016,1b232b1b-4b09-423b-b0ec-33d9f1025538,0542a449-2a81-4c8d-8623-ef7916ee99f0,TOPUP,EUR,23.71,28,10.0,2016.0,15:15:00
6512,15-10-2016 15:42,15-10-2016,5230b61f-8873-4a4e-91d8-018708a3ac1a,7e4d1e1b-74ce-48df-8ef3-cf058a2ab80c,BANK_TRANSFER,GBP,219.77,8,10.0,2016.0,15:42:00
6513,15-10-2016 16:37,15-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,341586c9-940c-4c93-9ddf-dd174bee1626,ATM,EUR,94.88,42,10.0,2016.0,16:37:00
6514,15-10-2016 16:45,15-10-2016,b27de25f-1d4b-42fc-aa65-baa39852d52f,f89b5dd7-6962-4701-b6c5-f9da2d4b5189,P2P_TRANSFER,GBP,18.75,51,10.0,2016.0,16:45:00
6515,15-10-2016 17:04,15-10-2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,ae50d510-1e34-4578-9468-062f6871b214,CARD_PAYMENT,EUR,265.37,43,10.0,2016.0,17:04:00
6516,15-10-2016 17:49,15-10-2016,0f537500-9a1c-4a79-9cb3-fd3b0b292848,b6286692-cc19-4351-a0b9-d5b2e429f12c,ATM,EUR,293.66,6,10.0,2016.0,17:49:00
6517,15-10-2016 17:50,15-10-2016,9f85e8b0-35ff-42f2-96c7-7ad53c1b36fa,c0395449-d209-4ea5-a813-e719f3ea418e,BANK_TRANSFER,GBP,51.41,15,10.0,2016.0,17:50:00
6518,15-10-2016 19:51,15-10-2016,1ea99ac7-240d-4db6-ae59-8ed50b5c21d1,e8bd2f4e-4975-411f-abcf-f7e0b83ca22a,TOPUP,GBP,54.33,6,10.0,2016.0,19:51:00
6519,15-10-2016 19:52,15-10-2016,79dbbbda-e552-4dfe-a5fa-37440be3adb7,f12deb9b-6c31-43b8-a7a7-4858c8c59b38,TOPUP,EUR,29.4,8,10.0,2016.0,19:52:00
6520,15-10-2016 21:34,15-10-2016,1ea99ac7-240d-4db6-ae59-8ed50b5c21d1,f41f95f6-18fe-4398-bd02-70fe673c7088,ATM,GBP,87.24,6,10.0,2016.0,21:34:00
6521,15-10-2016 21:42,15-10-2016,da6528bb-a382-4ad4-b73b-578a53aa8125,f87e34f2-67ad-488d-a1b7-b2632cd173e0,TOPUP,GBP,108.44,1,10.0,2016.0,21:42:00
6522,15-10-2016 21:46,15-10-2016,b1a1d9fc-67ac-4d81-a2a1-4ca70ce4e9f5,2319d0b8-4437-4bc9-84bf-ced2a94ac25d,ATM,GBP,169,3,10.0,2016.0,21:46:00
6523,15-10-2016 22:58,15-10-2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,c4f095a5-4eb1-493c-8369-651226b30e73,BANK_TRANSFER,GBP,94.1,78,10.0,2016.0,22:58:00
6524,16-10-2016 08:45,16-10-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,4e4e6f21-0a80-4e89-adc3-f9ed83e6a317,BANK_TRANSFER,EUR,298.05,36,10.0,2016.0,08:45:00
6525,16-10-2016 09:09,16-10-2016,484253ae-3dd7-402e-8565-0b2b612554b3,17e9e085-2c2f-4a2c-a9bc-ab7d1cac5d2c,CARD_PAYMENT,GBP,222.39,16,10.0,2016.0,09:09:00
6526,16-10-2016 09:10,16-10-2016,484253ae-3dd7-402e-8565-0b2b612554b3,ca592b34-346a-44bb-901f-f28881af1273,CARD_PAYMENT,GBP,95.95,16,10.0,2016.0,09:10:00
